timestamp,chamber_temp_K,chamber_pressure_bar,external_temp_K,power_input
2025-01-01 00:00:00,10.248357076505616,7.411933028428488e-06,299.7409519185105,77.71837283533824
2025-01-01 00:15:00,10.325286624795266,9.497340274370327e-06,300.05607711896187,87.3813833252442
2025-01-01 00:30:00,11.111001422370656,7.30694846359418e-06,300.1362113200736,81.15879632851511
2025-01-01 00:45:00,11.938056860300783,9.487872311205742e-06,300.33782338441216,89.04008362517725
2025-01-01 01:00:00,11.443837583253455,4.468418264162233e-06,299.85099487545585,95.71699378577622
2025-01-01 01:15:00,11.82156831334438,1.1997482019751293e-05,300.5035611289434,116.74308972662769
2025-01-01 01:30:00,13.097707001944233,1.1539719040617765e-05,299.57886315455147,93.57681922588596
2025-01-01 01:45:00,13.051449505890462,7.899712098407029e-06,300.26518716035963,68.28748586460814
2025-01-01 02:00:00,12.781262807032524,1.539835719882144e-05,300.37115593746955,122.8013569299032
2025-01-01 02:15:00,13.622701419910596,1.8195670173385226e-05,300.7705674023303,83.25819732769921
2025-01-01 02:30:00,13.440859727646092,5.588628249227731e-06,300.64966818640943,98.82559145790742
2025-01-01 02:45:00,13.745210013815283,8.362945076318103e-06,300.2828311796856,108.93073013881423
2025-01-01 03:00:00,14.3876218229023,8.588631440776888e-06,300.4698689269851,103.99220836805566
2025-01-01 03:15:00,13.580398722544965,7.64939969570505e-06,300.885018062473,121.88359095042951
2025-01-01 03:30:00,13.925661125490896,1.75552973901316e-05,300.8608571778786,109.58006286785518
2025-01-01 03:45:00,14.737673909194784,1.1375965084317517e-05,300.76905624076124,82.77380840605784
2025-01-01 04:00:00,14.72173686253942,1.100352334005e-05,300.8557498631464,143.57124347983324
2025-01-01 04:15:00,15.572360115493767,5.136587959594311e-06,301.2649861004485,103.88666926676467
2025-01-01 04:30:00,15.125265157307114,1.6966369038631166e-05,300.95583269417847,97.05319546756988
2025-01-01 04:45:00,15.01342892630299,7.118965685154722e-06,301.1385280205269,119.27850846111141
2025-01-01 05:00:00,16.568379342195186,1.391086426120045e-05,301.8685038344416,104.98901891860145
2025-01-01 05:15:00,15.813823532176114,1.4850868694150335e-05,300.8416817772621,107.98456385878654
2025-01-01 05:30:00,16.026433270586825,2.469792028586177e-05,300.76313881072775,149.84367997201375
2025-01-01 05:45:00,15.320779446324892,6.992806470794696e-06,301.60226150348535,94.49757143489907
2025-01-01 06:00:00,15.77580863773741,3.2479829560281453e-06,301.2106206439849,93.64478211965208
2025-01-01 06:15:00,16.092614834286554,1.4408613955779887e-05,301.3642568870729,102.33157024024928
2025-01-01 06:30:00,15.42517237953171,2.941749470078948e-05,301.26933270151864,121.43031871162077
2025-01-01 06:45:00,16.126560691592218,2.3459593601809312e-05,301.4680808644952,69.86931939619203
2025-01-01 07:00:00,15.551235612775006,1.4221866424326939e-05,302.0662681142114,60.688882170469896
2025-01-01 07:15:00,15.593733902073996,1.0316857712786745e-05,301.86633190676866,88.25769458759704
2025-01-01 07:30:00,15.302423888953022,1.851283784354601e-05,301.9216062781712,67.32154081881426
2025-01-01 07:45:00,16.3693755414506,8.564031792872832e-06,301.27353624631536,91.50337304948724
2025-01-01 08:00:00,15.253403810337666,1.5861331067350854e-05,301.386704686603,110.0499939225858
2025-01-01 08:15:00,14.525962209337322,1.554580715570253e-05,300.9121189308511,82.18502272895473
2025-01-01 08:30:00,15.239392497799006,2.0741006684268356e-05,301.55093123674055,71.46346846437315
2025-01-01 08:45:00,13.970617019888353,4.279020313447917e-05,302.10873860575805,101.38674323430696
2025-01-01 09:00:00,14.419072484621662,1.468468527677567e-05,302.00284301974705,117.25086969230341
2025-01-01 09:15:00,13.050239828660526,9.1035770317461e-06,301.805357874629,66.10053122966775
2025-01-01 09:30:00,13.06447554960311,1.1380848668510797e-05,301.88717017387484,116.40464796611968
2025-01-01 09:45:00,13.509852016052175,5.204534111662556e-06,301.70721500869183,116.34612407476652
2025-01-01 10:00:00,13.449233289997705,8.512204321098224e-06,301.9932793172987,119.08170204313257
2025-01-01 10:15:00,12.821416281908995,9.431306047561603e-06,302.1775174423988,124.36960429743372
2025-01-01 10:30:00,12.32227645299642,8.742343155617022e-06,301.4768045245833,144.04027849319232
2025-01-01 10:45:00,11.864084944024325,1.1688335614837283e-05,302.06318097052093,92.87815902761889
2025-01-01 11:00:00,10.901653275431412,7.137548610367545e-06,302.26262018403406,102.19143160155716
2025-01-01 11:15:00,10.900619827899416,1.7467008437006845e-05,301.8658393666554,91.6712313350395
2025-01-01 11:30:00,10.64483776784042,1.0302394320737914e-05,302.20592803011334,100.03953689511621
2025-01-01 11:45:00,11.014979888490316,1.0433728546844333e-05,302.84332550829447,130.65746711272624
2025-01-01 12:00:00,10.26780914478423,8.705169656897784e-06,301.9686971621039,73.09971032138662
2025-01-01 12:15:00,8.824061146937776,1.0174647210821408e-05,302.1169212899543,82.77900655668849
2025-01-01 12:30:00,9.478884831377087,1.4275697921349148e-05,301.7743007213788,127.54361873009123
2025-01-01 12:45:00,8.738916927695074,6.329250657783428e-06,302.044744802125,120.4007301380418
2025-01-01 13:00:00,8.212624729231896,6.801883618015559e-06,302.1209712102423,92.73736706365844
2025-01-01 13:15:00,8.483201352601466,8.1080948647204e-06,302.0317393662508,117.08804002241439
2025-01-01 13:30:00,8.327399167057438,4.981656732935745e-06,301.6556619648938,106.82431684984067
2025-01-01 13:45:00,7.921907918244091,6.231413723615079e-06,302.0096624899523,130.00549218001976
2025-01-01 14:00:00,6.692391238388683,6.896101580169359e-06,302.3705104341934,101.49019187653545
2025-01-01 14:15:00,6.625972413956782,1.2805521935777764e-05,302.0484714008188,120.51264227745165
2025-01-01 14:30:00,6.629063141649457,9.662589478281138e-06,302.1824564157118,152.8402382098524
2025-01-01 14:45:00,6.649697672960767,9.369403352878329e-06,301.80070826251085,111.96198310094933
2025-01-01 15:00:00,5.637772193958072,1.210417060476638e-05,302.07272913684966,100.98656331589687
2025-01-01 15:15:00,5.518131666794228,7.636393084222462e-06,301.9055080013073,114.44893970441959
2025-01-01 15:30:00,4.810712471249576,9.425561238491381e-06,301.5084722641592,92.6943828359223
2025-01-01 15:45:00,4.539079014144394,7.415445197864139e-06,301.8593988301364,147.75935411049466
2025-01-01 16:00:00,5.338110488490469,9.116637355721645e-06,301.4345418085368,103.60142075391963
2025-01-01 16:15:00,5.426883565089282,6.19421021086915e-06,301.50854028058774,94.54133359548975
2025-01-01 16:30:00,4.552717744142112,2.5309928787899148e-06,301.71973771679285,83.28621989959927
2025-01-01 16:45:00,4.954185671975378,7.451228487807037e-06,301.71486665119727,121.94440383212877
2025-01-01 17:00:00,4.521263054789407,1.4961491435720834e-05,301.22993694105935,117.34374825655478
2025-01-01 17:15:00,3.930728440278056,1.1583976004884514e-05,301.8622166380803,90.05291257171814
2025-01-01 17:30:00,4.372028634511344,1.2037050140995092e-05,301.6752814984481,111.52902690244845
2025-01-01 17:45:00,4.9238647438013645,1.3986319316585588e-05,301.2483096147124,69.82888063574288
2025-01-01 18:00:00,4.126086980445024,7.94791580444271e-06,300.95293812343834,103.69941150146313
2025-01-01 18:15:00,4.941168288475382,8.675340055559252e-06,301.32371323032135,109.0551270415339
2025-01-01 18:30:00,2.8894582797122648,5.42323953026733e-06,301.1849085160418,134.14659619118447
2025-01-01 18:45:00,4.67623956976823,6.765660796523875e-06,301.3027287054432,84.58362394542621
2025-01-01 19:00:00,4.399968576384675,1.0260147434765017e-05,301.10858785967076,74.43294742395352
2025-01-01 19:15:00,4.322915547796432,1.3404024049950552e-05,300.5627183355121,82.09144078149916
2025-01-01 19:30:00,4.658603193200029,7.333018974081295e-06,300.99463638454887,73.26862999370161
2025-01-01 19:45:00,3.7829790935034233,6.1041012522502995e-06,300.9644499679802,126.73314715517967
2025-01-01 20:00:00,4.854011633374612,7.891977246118393e-06,301.1900983074322,130.97278590048074
2025-01-01 20:15:00,5.3517386119406005,1.0648198095848802e-05,300.7333335712687,106.40433155897658
2025-01-01 20:30:00,6.142826980623344,4.306114527887313e-06,301.3881797824498,124.42589891370297
2025-01-01 20:45:00,5.395826045989314,2.809831845372928e-06,300.2519218944132,102.67916761160471
2025-01-01 21:00:00,5.52111251143412,6.314149788888466e-06,301.158717114071,98.09776704598468
2025-01-01 21:15:00,5.9630465876073195,4.732803206669292e-06,300.63720440457905,93.33924761892477
2025-01-01 21:30:00,6.9771324847987115,6.88516908659628e-06,300.9007543923094,93.7921801724487
2025-01-01 21:45:00,7.004954156712225,8.138474730675983e-06,300.6045097997266,69.04396887381938
2025-01-01 22:00:00,6.911119898116478,7.040000924234516e-06,300.85950475101265,105.28509527214678
2025-01-01 22:15:00,7.78090157524267,1.762428626940421e-05,300.3379439367029,99.19332179571913
2025-01-01 22:30:00,7.932438180483482,1.0568119526047374e-05,300.06059451647894,114.90721448155752
2025-01-01 22:45:00,8.737685703447475,1.0835490756659969e-05,300.7519422329705,101.8704699287722
2025-01-01 23:00:00,8.280059182446193,1.230389489242007e-05,300.22700819067546,96.74592596861817
2025-01-01 23:15:00,8.851626994604345,5.613916080893211e-06,300.2625018227464,82.57613939984739
2025-01-01 23:30:00,9.208788770113612,1.5559589422305094e-05,300.5012318326737,101.44306473643523
2025-01-01 23:45:00,9.065823750553083,9.250466137689433e-06,299.7558515930152,114.76474461632324
2025-01-02 00:00:00,10.340060138532287,1.3832393216254454e-05,300.1786472692918,77.13322017832279
2025-01-02 00:15:00,10.716946411470799,6.309101024761008e-06,299.7575934074176,101.74947507361479
2025-01-02 00:30:00,10.981713881641538,5.115434456023643e-06,299.8295429348464,104.66085903058968
2025-01-02 00:45:00,11.251248365409197,1.543842167928092e-05,299.8256494089561,85.63870432763471
2025-01-02 01:00:00,11.045228899589919,1.247919247581075e-05,299.2888810571258,88.24287390184
2025-01-02 01:15:00,11.920314130436289,7.211007906407573e-06,299.44055794036467,104.61221697532429
2025-01-02 01:30:00,12.32874333592715,7.458341253650932e-06,300.0151412236917,77.33157963414754
2025-01-02 01:45:00,12.458593506703195,1.8804371693759018e-05,299.8117048305067,106.99847430498785
2025-01-02 02:00:00,13.127357144166995,6.678282161450463e-06,299.4635700365968,82.09291252681601
2025-01-02 02:15:00,13.745446826524885,2.531882384423416e-05,299.4923676830449,121.25707386066432
2025-01-02 02:30:00,14.80766152465759,8.241933072312971e-06,299.2688483177027,146.756554907766
2025-01-02 02:45:00,14.25736379701633,1.6323965230218333e-05,299.7024749199059,82.78486396596361
2025-01-02 03:00:00,14.587415882480665,1.0617557521604844e-05,299.17452736193155,110.68415724749349
2025-01-02 03:15:00,14.691815886990778,1.638603220019119e-05,299.2441385680317,85.46516190235961
2025-01-02 03:30:00,14.020734434097893,9.366813824785658e-06,299.45923166280465,120.8190834759558
2025-01-02 03:45:00,15.197560736090661,1.178671095581387e-05,298.82399508089424,74.6948318182957
2025-01-02 04:00:00,15.450267527677143,1.3097523478491417e-05,299.4676367553491,109.61173516855425
2025-01-02 04:15:00,16.838857505438774,8.636537417992898e-06,298.4847258757763,82.54022066221295
2025-01-02 04:30:00,15.675096712677158,1.826698210558227e-05,299.3777521732946,95.86030821803263
2025-01-02 04:45:00,16.06235444813744,1.043768955606973e-05,298.7232419310788,79.37949449705386
2025-01-02 05:00:00,16.01019907288179,1.1870909617888295e-05,298.70966751763495,116.44700941791507
2025-01-02 05:15:00,15.534372663609616,8.162394450066249e-06,298.1642103803178,83.26039291120826
