chamber_temp_K,chamber_pressure_bar,external_temp_K,power_input,timestamp
0.41847807457966224,0.06209273799251592,0.46211624532050877,0.35667645257553493,2025-01-01 00:00:00
0.42285282277711866,0.08693956695692556,0.5167520656392028,0.423618724527288,2025-01-01 00:15:00
0.4675340209750576,0.060841887094487644,0.5306455841742164,0.3805106153708697,2025-01-01 00:30:00
0.5145661349900588,0.08682675980050583,0.5656007083772536,0.43510967413150947,2025-01-01 00:45:00
0.4864613957906231,0.027021886462551534,0.4811952882354902,0.4813651900739939,2025-01-01 01:00:00
0.5079417874909274,0.11672779870645403,0.5943360098297035,0.6270273141114715,2025-01-01 01:15:00
0.5805118928896574,0.11127372805866909,0.4340135973232577,0.46653873950126024,2025-01-01 01:30:00
0.5778813705223852,0.06790443887144995,0.5530071751394203,0.2913422587442911,2025-01-01 01:45:00
0.5625166790600737,0.15724792448433222,0.5713798443428928,0.6689970678545416,2025-01-01 02:00:00
0.6103667202574925,0.19057683766144157,0.6406290601977389,0.3950545996467816,2025-01-01 02:15:00
0.6000259392033603,0.04036875957681258,0.6196677793218797,0.5029005688230672,2025-01-01 02:30:00
0.6173334094201476,0.07342368246055161,0.5560662623473434,0.5729057646566098,2025-01-01 02:45:00
0.6538654048147734,0.0761126490919945,0.5884945186074972,0.5386932521313346,2025-01-01 03:00:00
0.6079610951997312,0.06492206242209722,0.6604723024835337,0.6626390762275872,2025-01-01 03:15:00
0.6275951124079201,0.1829470411073495,0.6562833333133327,0.5774041358609089,2025-01-01 03:30:00
0.6737717966703192,0.10932266236041976,0.6403670578195104,0.3916989068265363,2025-01-01 03:45:00
0.6728655055548971,0.1048851615619405,0.655397836597686,0.8128842544911367,2025-01-01 04:00:00
0.7212378491512159,0.03498287258356434,0.7263504531993092,0.5379621107103929,2025-01-01 04:15:00
0.6958129258817514,0.17593018526276635,0.672750011433024,0.49062197153547105,2025-01-01 04:30:00
0.6894531413662685,0.05860214425613847,0.7044253868366468,0.6445918909700681,2025-01-01 04:45:00
0.7778784172231616,0.13952501559986452,0.8309872338387692,0.5455988394768847,2025-01-01 05:00:00
0.7349691353782648,0.15072480855001524,0.6529587380695432,0.5663510247548622,2025-01-01 05:15:00
0.7470596011427579,0.2680486584498804,0.6393411048217956,0.8563377051417668,2025-01-01 05:30:00
0.7069312257089788,0.05709900551544988,0.7848266343864836,0.4729174187793508,2025-01-01 05:45:00
0.7328073445629065,0.01248086699388707,0.7169246716158781,0.46700956487414713,2025-01-01 06:00:00
0.7508231443187834,0.14545551265379453,0.7435618372877215,0.5271888778702085,2025-01-01 06:15:00
0.7128677326367747,0.32428058077618416,0.7271040587971029,0.659498949917033,2025-01-01 06:30:00
0.7527535414335556,0.2532944700866287,0.7615626451161503,0.302300699756469,2025-01-01 06:45:00
0.7200365632702289,0.14323048731039142,0.8652752363199525,0.23870154232594967,2025-01-01 07:00:00
0.7224533110432136,0.0967038034940857,0.8306106690641499,0.4296895310218155,2025-01-01 07:15:00
0.7058874012837586,0.19435576902789808,0.840194036626805,0.28465049782635254,2025-01-01 07:30:00
0.7665616795332892,0.07581955370487228,0.7278328615646572,0.45217456200576867,2025-01-01 07:45:00
0.7030997792928655,0.16276408088434804,0.7474537949601725,0.5806596691646565,2025-01-01 08:00:00
0.6617323996125767,0.15900473427127598,0.6651710005662679,0.38761998639494755,2025-01-01 08:15:00
0.7023029987886863,0.22090354773970136,0.775927088343316,0.31334445890019447,2025-01-01 08:30:00
0.6301516166686733,0.48361128219644417,0.8726386910410113,0.52064341603456,2025-01-01 08:45:00
0.6556539077856676,0.14874479675315178,0.8542787115739543,0.6305450526660786,2025-01-01 09:00:00
0.5778125798769334,0.08224802866818384,0.8200391049387932,0.276191730648388,2025-01-01 09:15:00
0.57862212180091,0.10938084839646617,0.8342235690027664,0.6246826969349277,2025-01-01 09:30:00
0.6039493196995839,0.03579242497315862,0.8030232776383244,0.6242772619770819,2025-01-01 09:45:00
0.6005021180919464,0.07520204922015,0.8526205746563065,0.6432284785254732,2025-01-01 10:00:00
0.5648000844061714,0.0861527944248428,0.8845634376339646,0.6798613882311483,2025-01-01 10:15:00
0.5364155284668538,0.07794406532778783,0.7630751370539954,0.8161335803044508,2025-01-01 10:30:00
0.5103595782821678,0.11304443764457597,0.8647399930968476,0.4616986432348724,2025-01-01 10:45:00
0.4556290319451596,0.05882355269581851,0.8993183924708035,0.5262180418277478,2025-01-01 11:00:00
0.4555702629438033,0.18189511203114314,0.8305252733766935,0.4533374309701077,2025-01-01 11:15:00
0.44102471924748965,0.09653147771494505,0.889489212415846,0.511310397796875,2025-01-01 11:30:00
0.46207356993122206,0.09809627473940608,1.0,0.7234217075556825,2025-01-01 11:45:00
0.419584254227543,0.07750115732193766,0.8483585663740598,0.3246798235347933,2025-01-01 12:00:00
0.33748271988108647,0.09500941980660613,0.8740573895863193,0.3917349179654589,2025-01-01 12:15:00
0.3747205406774171,0.14387186898872392,0.8146544735536807,0.7018499535495552,2025-01-01 12:30:00
0.3326408284630661,0.04919299203711628,0.8615435645586018,0.6523662868237932,2025-01-01 12:45:00
0.30271220028636947,0.05482423281691257,0.8747595572226956,0.46072328116216155,2025-01-01 13:00:00
0.3180990655634547,0.0703872397554473,0.8592887063099681,0.629417020356178,2025-01-01 13:15:00
0.30923907164015485,0.03313692633132861,0.794085106924598,0.5583132014610558,2025-01-01 13:30:00
0.2861800241184992,0.04802730242209565,0.8554610586165552,0.7189050320023903,2025-01-01 13:45:00
0.21626116980925456,0.05594680376585614,0.9180242030927488,0.521360075418127,2025-01-01 14:00:00
0.21248413434082028,0.12635528495835782,0.8621896752991631,0.6531415786315484,2025-01-01 14:15:00
0.21265989457473525,0.08890844795801864,0.8854197476278927,0.8770969102245102,2025-01-01 14:30:00
0.21383331727987878,0.0854152475163315,0.8192329638498705,0.5939053237854935,2025-01-01 14:45:00
0.1562882092732736,0.11799895235257438,0.8663954363910094,0.5178710964809569,2025-01-01 15:00:00
0.14948461829699358,0.06476709362569391,0.8374029473679343,0.6111341703706881,2025-01-01 15:15:00
0.10925585159602749,0.08608434722409636,0.7685656307589994,0.4604255000652917,2025-01-01 15:30:00
0.09380888741569024,0.062134584146753415,0.8294086251508332,0.8418981566383642,2025-01-01 15:45:00
0.13924736430554766,0.08240363742837764,0.7557477060621451,0.5359859994828771,2025-01-01 16:00:00
0.14429561774609942,0.04758403681060793,0.7685774233206999,0.47322058914830745,2025-01-01 16:15:00
0.09458448028994529,0.003938204713900911,0.8051944414447476,0.3952487311372608,2025-01-01 16:30:00
0.11741473384885556,0.06256092834725682,0.8043499051643721,0.663060368584574,2025-01-01 16:45:00
0.0927957482798574,0.15204283616535275,0.7202736952251385,0.6311884859018284,2025-01-01 17:00:00
0.059213850325092965,0.11180103284470538,0.8298971714438537,0.44212623184411604,2025-01-01 17:15:00
0.08430924308614704,0.11719923772293431,0.7974867051099395,0.5909059405587528,2025-01-01 17:30:00
0.11569047537050028,0.1404240336977938,0.7234591151631307,0.30202055284964247,2025-01-01 17:45:00
0.07032329319138028,0.06847876757470442,0.6722481561493794,0.5366648483030935,2025-01-01 18:00:00
0.11667447505014547,0.07714574904186317,0.736532453594613,0.5737675469449053,2025-01-01 18:15:00
0.0,0.038398216307315124,0.7124667507631557,0.7475932871983735,2025-01-01 18:30:00
0.1016087888426199,0.054392651766274315,0.732894195755911,0.40423673488182643,2025-01-01 18:45:00
0.08589810215350022,0.09602812224224772,0.6992344175123719,0.3339160673316339,2025-01-01 19:00:00
0.08151633200900649,0.1334862085199918,0.6045925761214974,0.3869716803434443,2025-01-01 19:15:00
0.10060586203079327,0.061152507246186434,0.6794777229957418,0.32585004544999485,2025-01-01 19:30:00
0.05081179672087793,0.046510423065704846,0.6742440583146916,0.6962352635278927,2025-01-01 19:45:00
0.11171814255794335,0.06781228106761827,0.7133665471281958,0.7256061361106766,2025-01-01 20:00:00
0.1400223540178712,0.10065159730892242,0.6341735279180511,0.555403676568567,2025-01-01 20:15:00
0.18500913077487421,0.02508809958070618,0.7477095443306538,0.68025137947825,2025-01-01 20:30:00
0.14252947159392795,0.007260464250872942,0.5507072680368168,0.5295969222149082,2025-01-01 20:45:00
0.1496541298176666,0.04901307096540367,0.7079257342721874,0.49785843213420067,2025-01-01 21:00:00
0.17478556950653548,0.030171931836193336,0.6175068320425083,0.46489291875649086,2025-01-01 21:15:00
0.23245353389000603,0.055816547290295594,0.6632006380409052,0.4680306918351266,2025-01-01 21:30:00
0.23403566730635736,0.07074920422777231,0.6118383023484384,0.29658293310580597,2025-01-01 21:45:00
0.2286995999203146,0.057661309360403874,0.6560488520622769,0.5476499625506119,2025-01-01 22:00:00
0.2781614245219852,0.18376901719238925,0.565621609508888,0.505448087974,2025-01-01 22:15:00
0.2867788479355463,0.09969749180677528,0.517535283606847,0.6143089526801807,2025-01-01 22:30:00
0.3325708125046002,0.10288311765993305,0.6373998630243989,0.5239945211549611,2025-01-01 22:45:00
0.3065469914583514,0.12037859077812732,0.5463877764857159,0.48849330590038853,2025-01-01 23:00:00
0.33905030535470226,0.04067005440998996,0.5525415963056091,0.39032951864425136,2025-01-01 23:15:00
0.3593610034979763,0.15916894470148435,0.5939321607808878,0.521033593538366,2025-01-01 23:30:00
0.35123101995424233,0.08399815613091868,0.464699523134783,0.6133219666396083,2025-01-01 23:45:00
0.4236929473330018,0.1385900631409499,0.5380030500107154,0.3526227005548641,2025-01-02 00:00:00
0.4451253173369948,0.048952916873678566,0.46500151567165204,0.523156307173183,2025-01-02 00:15:00
0.4601818338332754,0.034730836686863005,0.47747599072787494,0.543325451851994,2025-01-02 00:30:00
0.47550943581756455,0.1577252774308427,0.4768009384608902,0.4115459971402645,2025-01-02 00:45:00
0.4637937387054437,0.12246719437383194,0.3837370413769463,0.42958685801142227,2025-01-02 01:00:00
0.5135571601914494,0.05969879208520127,0.41003449688754046,0.5429884751204391,2025-01-02 01:15:00
0.5367832803264885,0.0626456742292571,0.5096546763623024,0.35399687195309393,2025-01-02 01:30:00
0.5441674625187858,0.19782928324325072,0.47438325342176313,0.5595197090745023,2025-01-02 01:45:00
0.582198005821908,0.05335156878114635,0.41402429127116136,0.38698187612822044,2025-01-02 02:00:00
0.6173468762348825,0.27544648664305166,0.41901717357534807,0.6582987645359779,2025-01-02 02:15:00
0.6777517783730242,0.07198187076069917,0.38026380232768986,0.8349510818098532,2025-01-02 02:30:00
0.6464580291494005,0.1682761898214538,0.45544517496766446,0.39177549623917984,2025-01-02 02:45:00
0.6652270821082893,0.10028652659715023,0.363910610693317,0.5850529515482514,2025-01-02 03:00:00
0.6711639911594829,0.16901569400714977,0.37597967195280546,0.4103437502587085,2025-01-02 03:15:00
0.6330016407796801,0.08538439428047445,0.413272112103499,0.6552645060638341,2025-01-02 03:30:00
0.6999241544018587,0.11421654217059471,0.3031359766899868,0.33573031935633035,2025-01-02 03:45:00
0.7142948169828414,0.12983437155080568,0.4147293713939675,0.5776235515149587,2025-01-02 04:00:00
0.7932596833739264,0.0766834304703442,0.24431411381154788,0.39008068502191384,2025-01-02 04:15:00
0.7270801653136431,0.1914264920327255,0.39914534997164,0.4823580270070327,2025-01-02 04:30:00
0.7491023286802757,0.09814346864790593,0.2856675832324882,0.3681841766062264,2025-01-02 04:45:00
0.746136411955687,0.115219736994851,0.28331407671257836,0.6249761636375998,2025-01-02 05:00:00
0.719077618910029,0.07103419852695447,0.1887437341841931,0.3950698099529806,2025-01-02 05:15:00
0.7885524124606027,0.023755341747781017,0.2547417821744844,0.5875131652781874,2025-01-02 05:30:00
0.7797402814989983,0.12165813690572838,0.21590568309807168,0.46336045861498265,2025-01-02 05:45:00
0.7816962721749721,0.4650447601376131,0.23023002831788375,0.4951759330121901,2025-01-02 06:00:00
0.7327306409692321,0.19687755230895848,0.24680255631364645,0.5315086200105457,2025-01-02 06:15:00
0.7963992400668939,0.13600424089309582,0.2961423860882917,0.4054829046312558,2025-01-02 06:30:00
0.713130103714791,0.10933180910047163,0.2497814586471634,0.5401836315777591,2025-01-02 06:45:00
0.764719643438921,0.134963057661677,0.24793259176789206,0.7230699487397331,2025-01-02 07:00:00
0.8039478868812998,0.18563806126821092,0.16818809742707685,0.40322862081597743,2025-01-02 07:15:00
0.7057500757808867,0.06207365254798725,0.17290116265786537,0.6733950791483339,2025-01-02 07:30:00
0.7087116237956944,0.228457316158878,0.3061212121334691,0.7186034040842805,2025-01-02 07:45:00
0.717235439423214,0.18718313175347928,0.16848944039177383,0.39795524048486386,2025-01-02 08:00:00
0.6884096853152101,0.1825287165673998,0.287362877407098,0.30943336235381114,2025-01-02 08:15:00
0.6457429005746685,0.1510669913758963,0.18339081889693176,0.5528742856552644,2025-01-02 08:30:00
0.6777323758055362,0.123802624734339,0.1913007757560976,0.43519118469002227,2025-01-02 08:45:00
0.6304286616286278,0.16883965206693924,0.2423418694072481,0.7699383078429441,2025-01-02 09:00:00
0.657917133693636,0.16592352380888467,0.24865376812224582,0.5158592107473677,2025-01-02 09:15:00
0.6011630920576075,0.0924928784947919,0.17291181230800845,0.3998888372641388,2025-01-02 09:30:00
0.6533403396947209,0.08570749832445146,0.15501059582489773,0.3520933535479982,2025-01-02 09:45:00
0.5681527928238892,0.1163624618196615,0.16918006287767895,0.6620468163692231,2025-01-02 10:00:00
0.561688615409225,0.24997888042587785,0.18690989968426663,0.4318968704143751,2025-01-02 10:15:00
0.5737533819363559,0.05102125458548864,0.21329584082529607,0.5171091391652625,2025-01-02 10:30:00
0.49484170936596583,0.03900514738098363,0.1651247622279115,0.6434664642380765,2025-01-02 10:45:00
0.5150544728990087,0.11437586202058608,0.19543019838948794,0.44394073323299443,2025-01-02 11:00:00
0.5241229914048505,0.10817639930809461,0.24715969819371963,0.5046728915527308,2025-01-02 11:15:00
0.41933440313179593,0.10440451586310825,0.18084890120654507,0.5087408849588337,2025-01-02 11:30:00
0.44818414997798617,0.11191157743805907,0.1766690394583037,0.6057136085759686,2025-01-02 11:45:00
0.42812181638547353,0.08337934379062817,0.0812694653509709,0.5928862866435477,2025-01-02 12:00:00
0.4207604625264406,0.21356773658147551,0.023625574567205376,0.4805389363506599,2025-01-02 12:15:00
0.34125335894849385,0.027945884302291064,0.1812164342660907,0.5198553089490187,2025-01-02 12:30:00
0.31696334223319134,0.0495782181988653,0.1570108359546154,0.4595251571604392,2025-01-02 12:45:00
0.3477185059634048,0.08230251481310319,0.1364641738846828,0.3063078964211374,2025-01-02 13:00:00
0.3200697435177,0.025997893510611082,0.17757159667027622,0.546728039513348,2025-01-02 13:15:00
0.2979650105814773,0.0745897272160305,0.16379426306599498,0.7732065865498177,2025-01-02 13:30:00
0.2804696757924545,0.20541727771767027,0.22799129744264235,0.3885939802036297,2025-01-02 13:45:00
0.23170602671207205,0.07838370813783066,0.17656760042672204,0.40393040564959637,2025-01-02 14:00:00
0.2387983473105458,0.08965863027718093,0.13635440267878352,0.3903939818919231,2025-01-02 14:15:00
0.2224924460216696,0.03133784864722174,0.23017750838408801,0.6114313393534824,2025-01-02 14:30:00
0.1767021454221949,0.04838307567018627,0.17120453196825025,0.5731757984257936,2025-01-02 14:45:00
0.23388169504057113,0.06109676810564215,0.21405547889944643,0.4890705217027319,2025-01-02 15:00:00
0.17915471515490952,0.05955223852210718,0.16634999861202715,0.3838416007284824,2025-01-02 15:15:00
0.11775835449129232,0.1442388341334455,0.1622335357593414,0.5238356410118377,2025-01-02 15:30:00
0.15740774516126757,0.09989760922743685,0.2055956661090903,0.2942523814806488,2025-01-02 15:45:00
0.09934930442164977,0.029567547445580718,0.2073970381070538,0.5309087740468482,2025-01-02 16:00:00
0.13903100629948476,0.08144556404836187,0.23752078939943289,0.6317893894064551,2025-01-02 16:15:00
0.1404933250400411,0.09482126166567653,0.20473902363760743,0.3376782829663828,2025-01-02 16:30:00
0.0764644159197222,0.12823365553970106,0.1296544390805181,0.29870048736550836,2025-01-02 16:45:00
0.12082376118172941,0.169879367374253,0.2094192112741453,0.7298733943036059,2025-01-02 17:00:00
0.10021209188329841,0.032139645042931285,0.2802725241214361,0.42627496359344585,2025-01-02 17:15:00
0.10832598840278648,0.03831746691099611,0.2308567950100695,0.668426226712152,2025-01-02 17:30:00
0.1368096185678138,0.027543646196843997,0.24112932353556715,0.48969955907582596,2025-01-02 17:45:00
0.07528316886104813,0.055731125751238515,0.31314064222148374,0.48859706660408364,2025-01-02 18:00:00
0.06167334206786701,0.08568271513488468,0.23295742137875664,0.5717801814281274,2025-01-02 18:15:00
0.060114917075132446,0.1158445712749224,0.19815071595063927,0.38855522452129254,2025-01-02 18:30:00
0.06596138230485113,0.06125610443144947,0.27869468986207124,0.5293944624733921,2025-01-02 18:45:00
0.092149235560998,0.053638562476993605,0.27075412040940705,0.45817974527417626,2025-01-02 19:00:00
0.11063673672864935,0.07450607591980052,0.2547939266465704,0.3280773033680644,2025-01-02 19:15:00
0.116782517470963,0.038038273567522436,0.3052600177396414,0.5577958742834997,2025-01-02 19:30:00
0.14176342436655245,0.225918440791597,0.349483578511105,0.474554239221156,2025-01-02 19:45:00
0.12925231873736856,0.019259712864721,0.33316825169580255,0.4892801345382527,2025-01-02 20:00:00
0.18211587632034162,0.08214194415697026,0.35953688472011436,0.3433642747052501,2025-01-02 20:15:00
0.14638081345903528,0.21929419157955682,0.4479847153100138,0.7315308391071548,2025-01-02 20:30:00
0.24552799765870234,0.07887713252026182,0.34608645740091504,0.6325084552158096,2025-01-02 20:45:00
0.20135075691620183,0.06639628758328334,0.38880950807602943,0.6446238222004957,2025-01-02 21:00:00
0.17559875220238583,0.0577550581237763,0.35839866543533105,0.46871601825476306,2025-01-02 21:15:00
